-0.0926872,-0.4608,-2.05005
-0.0332621,-0.468854,-2.05007
0.0266852,-0.469266,-2.04999
0.0861958,-0.462035,-2.05005
0.144321,-0.447318,-2.05001
-0.217097,-0.41686,-2.05003
-0.138943,-0.41244,-2.05
-0.0362885,-0.396236,-2.05002
0.022196,-0.409459,-2.05008
0.246452,-0.400279,-2.05004
-0.268513,-0.385819,-2.05005
-0.0847148,-0.360859,-2.05004
0.0767694,-0.384597,-2.05005
0.155673,-0.388431,-2.05006
0.295337,-0.365625,-2.05009
-0.315429,-0.348467,-2.05006
-0.218775,-0.352399,-2.05008
-0.15952,-0.343338,-2.05006
-0.030299,-0.335693,-2.05003
0.0279587,-0.349768,-2.05005
0.114576,-0.333877,-2.05
0.176771,-0.332351,-2.05006
0.236047,-0.341267,-2.05007
-0.370628,-0.289179,-2.05004
-0.310736,-0.288683,-2.05004
-0.252528,-0.302904,-2.05006
-0.0792893,-0.301116,-2.05005
0.0609059,-0.29968,-2.05005
0.284826,-0.306372,-2.05001
0.34285,-0.321524,-2.05004
-0.183491,-0.276042,-2.05009
-0.125082,-0.262399,-2.05
-0.0248327,-0.275982,-2.05002
0.112502,-0.269149,-2.05007
0.214151,-0.285477,-2.05003
0.38101,-0.275282,-2.05
-0.404367,-0.239648,-2.05006
-0.34116,-0.236981,-2.05006
-0.280342,-0.237028,-2.05002
0.0264144,-0.244848,-2.05003
0.170791,-0.24412,-2.05009
0.354073,-0.221748,-2.05006
-0.214397,-0.207076,-2.05005
-0.152158,-0.208888,-2.05002
-0.0929907,-0.196844,-2.05003
-0.0261952,-0.216024,-2.05005
0.0803169,-0.218556,-2.05006
0.233809,-0.212797,-2.05
0.294208,-0.218163,-2.05007
0.416348,-0.218137,-2.05006
-0.329616,-0.178174,-2.05006
-0.269645,-0.178055,-2.05006
0.0476024,-0.168331,-2.05006
0.123051,-0.176455,-2.05003
0.305876,-0.158454,-2.05005
0.440718,-0.163326,-2.05003
-0.451507,-0.130615,-2.05006
-0.383585,-0.151124,-2.05007
-0.295821,-0.124107,-2.05006
-0.218213,-0.147238,-2.05005
-0.132999,-0.152055,-2.05001
-0.07087,-0.141099,-2.05005
-0.0119313,-0.152128,-2.05007
0.175174,-0.14564,-2.05003
0.234998,-0.149981,-2.05006
0.39937,-0.118635,-2.05002
-0.361035,-0.0955806,-2.05003
-0.244414,-0.0932974,-2.05004
-0.158113,-0.0975758,-2.05006
-0.0402531,-0.0895254,-2.05003
0.0197211,-0.0891244,-2.05007
0.0795242,-0.0931729,-2.05007
0.139328,-0.0975679,-2.05001
0.20884,-0.0959942,-2.05
0.340119,-0.109245,-2.05004
0.457954,-0.105889,-2.05002
-0.418981,-0.0802111,-2.05004
-0.113518,-0.0574726,-2.05
0.269643,-0.0813496,-2.05002
0.377868,-0.0626731,-2.05002
-0.467857,-0.0454974,-2.05006
-0.351449,-0.0329924,-2.05008
-0.276481,-0.0284833,-2.05007
-0.16044,-0.0201005,-2.05008
-0.0589647,-0.0325616,-2.05005
0.00166873,-0.0319476,-2.05002
0.0626194,-0.0356524,-2.05006
0.164326,-0.0430531,-2.05004
0.227257,-0.0389112,-2.05011
0.324482,-0.0353756,-2.05003
-0.469827,0.0144164,-2.05001
-0.405001,-0.00579925,-2.05005
-0.220107,-0.00805137,-2.05003
