H2,7.20757415007608E-09
H3,1.50947446786796E-07
He3,1.50411765791463E-09
He4,3.42124627270645E-06
Li6,2.81534468374065E-08
Li7,1.10666782468796E-08
Be9,2.64539102058633E-09
B10,1.5317293302717E-09
B11,4.70408857210744E-10
Cnat,0.0177834267270722
N14,1.45648843257407E-12
N15,1.31245481758103E-09
O16,0.0861731554842243
O17,3.13016867923217E-08
Ca46,1.3158380659726E-26
Ca48,2.86288296154381E-31
Ti47,3.71843554069456E-24
Ti48,2.6913922850073E-25
Ti49,2.37912391531695E-22
Ti50,3.32962572352164E-15
Cr52,9.3844216474439E-15
Cr53,1.59675681951842E-14
Cr54,2.68116978180264E-14
Mn55,4.37284854611378E-14
Fe56,7.61061725685334E-14
Fe57,5.90797931428454E-13
Fe58,7.66539495863418E-13
Co58,1.30913523246563E-20
Co59,1.52606329869118E-12
Ni60,4.58351032701192E-15
Ni61,1.45537887261769E-11
Ni62,2.4591395587285E-11
Ni64,7.77381351797825E-11
Cu63,3.21894257049611E-13
Cu65,1.54995521676826E-10
Ge70,2.41831320918605E-15
Ge72,1.6323082118912E-08
Ge73,3.99300615612929E-08
Ge74,1.38048357556221E-07
Ge76,1.27147385722498E-06
As75,2.51554522142894E-07
Se74,2.19510976287935E-16
Se76,3.1494131781477E-09
Se77,2.30406491269413E-06
Se78,6.49541855315652E-06
Se79,1.18366400985757E-05
Se80,3.77813350424916E-05
Se82,9.45390556602361E-05
Br79,3.50159842200641E-11
Br81,5.65472680161824E-05
Kr80,9.09675458662242E-11
Kr82,7.19756082620746E-07
Kr83,0.000131453751618767
Kr84,0.000328051405332132
Kr85,8.04310917624332E-05
Kr86,0.000590300448398832
Rb85,0.000307735544425934
Rb86,3.09507202454642E-08
Rb87,0.000769650811118145
Sr84,1.99579823464973E-13
Sr86,5.05916594765573E-07
Sr87,6.56681237002179E-09
Sr88,0.00106538673745847
Sr89,9.99668046927452E-05
Sr90,0.00168811362084475
Y89,0.00133267245514682
Y90,4.45192742989003E-07
Y91,0.00015062731145512
Zr90,5.44430148431736E-05
Zr91,0.00167980101592566
Zr92,0.00195480817953995
Zr93,0.0021399046076727
Zr94,0.00219962076073479
Zr95,0.00021474623480313
Zr96,0.0022504240551309
Nb93,3.46476466935618E-10
Nb94,1.52443533777158E-10
Nb95,0.000121030254356437
Mo94,4.90778377164012E-10
Mo95,0.0018889712572103
Mo96,5.13824483143198E-05
Mo97,0.00219640121791055
Mo98,0.00216974449469626
Mo99,9.18688359619374E-06
Mo100,0.00245150906033997
Tc99,0.00221144394059783
Ru98,5.26513483562361E-15
Ru99,8.54798624065632E-08
Ru100,0.000136907875437124
Ru101,0.00207383122174579
Ru102,0.00190808842957346
Ru103,0.000101419236865151
Ru104,0.00112638525079801
Ru105,2.69513932354851E-07
