Ru105,8.277023572015902e-09
I130,8.992192595979817e-10
I135,3.892078030943168e-08
Xe135,1.531534255337466e-08
Pr142,3.656984194789903e-09
Eu157,8.579123480752208e-10
Er162,7.835939829526599e-24
Am242,6.044344364846205e-09
Am244,1.1426225190915761e-10
Cm241,1.514993614994116e-14
Cm249,4.2010489250298144e-19
Ac225,1.3236768888367877e-20
Ac226,2.49903703007388e-294
Ac227,3.149346266482599e-16
Ag107,3.927691944237492e-12
Ag109,3.190567185175632e-06
Ag111,1.1307235357440966e-52
Am241,8.33630040965756e-06
Am243,3.1212139429380875e-06
As75,7.72547337806099e-09
B10,4.70408325901108e-11
B11,1.4446693592418678e-11
Ba132,7.305030522457445e-13
Ba134,5.438410066752992e-06
Ba135,4.166647088836264e-09
Ba136,7.463138598768668e-07
Ba137,9.39892434791644e-06
Ba138,0.0001081926022080213
Ba140,2.6459372221060143e-32
Be9,8.12424190589275e-11
Bi209,1.1065956706068101e-18
Bk249,4.0681096693165536e-17
Bk250,4.021970795921917e-30
Br79,3.6360063262482098e-12
Br81,1.7366192026273499e-06
C12,5.400953767225849e-05
C13,6.050200706762303e-07
Ca46,4.041061103539269e-28
Ca48,8.792179888281862e-33
Cd108,9.510225788225807e-13
Cd110,6.694294889651521e-07
Cd111,1.0612301393808417e-06
Cd112,4.97565476535753e-07
Cd113,4.083069079014463e-09
Cd114,8.198118963826159e-07
Cd116,3.2962016022282076e-07
Ce138,1.625868568799945e-21
Ce140,0.00010399349447600905
Ce141,3.304099228812653e-16
Ce142,9.628038109207164e-05
Ce143,6.507392785799881e-247
Ce144,2.438340643184763e-06
Cf249,4.595842754546653e-16
Cf251,2.3849045816322708e-23
Cm240,3.949350739715191e-29
Cm242,8.157408092981167e-09
Cm243,9.151200348570267e-09
Cm244,4.443285769381906e-07
Cm245,1.0092099243136495e-08
Cm246,5.850464184487232e-10
Cm247,2.1686642381124967e-12
Cm248,7.109140619579674e-14
Cm250,1.1388140334665727e-21
Co58,8.963119262971199e-27
Co59,4.686682348957198e-14
Cr52,2.88204318444509e-16
Cr53,4.903788727526697e-16
Cr54,8.234121809828485e-16
Cs133,9.768337145994418e-05
Cs134,2.182311320696394e-06
Cs135,3.5685290473489406e-05
Cs136,2.575004679592516e-33
Cs137,9.154946671116818e-05
Cu63,9.88567206903514e-15
Cu65,4.7600566518649565e-12
Dy156,4.726197406045872e-23
Dy160,7.254141999661207e-09
Dy161,4.346764089959308e-08
Dy162,4.5855727271353244e-08
Dy163,2.5930568026273824e-08
Dy164,5.82651178457305e-09
Er164,3.639387784292264e-14
Er166,3.7086003774216344e-09
Er167,2.985219688039028e-10
Er168,2.2254702587187838e-09
Er170,2.3957673513182917e-10
Eu151,2.430437237193727e-08
Eu152,1.355915185161804e-09
Eu153,7.550350954448832e-06
Eu154,5.919101706379345e-07
Eu155,1.1203178527380477e-07
Eu156,4.011994650896598e-29
Fe56,2.337291355670144e-15
Fe57,1.8143954050928794e-14
Fe58,2.3541141376485716e-14
Gd152,1.1626291310397273e-10
Gd154,2.1090937480051237e-07
Gd155,6.327049615587165e-08
Gd156,3.5875023330140424e-06
Gd157,6.497762363964384e-09
Gd158,8.690260272252008e-07
Gd160,1.0789150780933643e-07
Ge70,7.426864823669327e-17
Ge72,5.012970360593459e-10
Ge73,1.226289334607449e-09
Ge74,4.239593476995084e-09
Ge76,3.904814491592544e-08
H1,7.845610344759741e-20
H3,3.9162116149248485e-09
He3,7.657177438812126e-10
He4,1.2379183439953871e-06
Hf174,6.274829613264516e-23
Hf176,3.729576434347135e-13
Hf177,1.397790246185006e-12
Hf178,2.553224639179814e-12
Hf179,1.153135685294272e-12
Hf180,4.378409725739486e-13
Hf182,3.9245697581059654e-35
Ho165,1.4527022673181013e-08
I127,2.8165733077736842e-06
I129,1.3933630244553337e-05
I131,4.74814107955762e-48
I132,1.3146314868808321e-111
In113,2.444252487373711e-10
In115,1.5317940121007079e-07
Ir191,8.522982502889812e-19
Ir193,4.633753417091883e-19
Kr80,2.793697954107352e-12
Kr82,2.2104378834523388e-08
Kr83,4.037066994168971e-06
Kr84,1.0074763820342906e-05
Kr85,2.0361646049335764e-06
Kr86,1.8128675933744208e-05
La138,2.3199491003250858e-10
La139,0.00010195648473173051
La140,4.010545747129816e-33
Li6,8.646185415004811e-10
Li7,3.398679834953228e-10
Lu175,9.565305394367448e-12
Lu176,3.7322857250965995e-14
Mn55,1.3429424659718435e-15
Mo100,7.52881237053394e-05
Mo94,1.507273971663181e-11
Mo95,6.832396933171432e-05
Mo96,1.5780027851233966e-06
Mo97,6.745352455588124e-05
Mo98,6.66348717891408e-05
Mo99,3.4848747640471145e-127
N14,4.4730114630628945e-14
N15,4.0306708330095284e-11
Nb93,1.824464940677078e-11
Nb94,4.6812035113872756e-12
Nb95,5.6531656863083266e-11
Nd142,1.17474321724225e-06
Nd143,9.639775787053458e-05
Nd144,8.649361342118196e-05
Nd145,6.13746576792748e-05
Nd146,5.51022301177992e-05
Nd147,5.79037077829524e-37
Nd148,3.0372548331921172e-05
Nd150,1.2845362974105869e-05
Ni60,1.4076386585204717e-16
Ni61,4.469603901222483e-13
Ni62,7.552246340895427e-13
Ni64,2.387410445558872e-12
Np235,1.2928152131577726e-15
Np236,1.8678296541096085e-12
Np237,1.664619061163821e-05
Np238,1.4124860977423e-163
Np239,2.7317476615836763e-12
O16,0.0026464577656001025
O17,9.613039190967906e-10
Os187,1.2318931828509953e-26
Pa231,5.704367128973845e-12
Pa232,8.82388419234158e-23
Pa233,5.733569839086208e-13
Pb206,1.3273874334061511e-19
Pb207,1.9315739360402713e-17
Pb208,6.580375714170996e-14
Pd104,1.240369268408668e-05
Pd105,2.0783666799243375e-05
Pd106,1.625384340261611e-05
Pd107,9.312751809251911e-06
Pd108,6.098949146796998e-06
Pd110,2.2138119282910345e-06
Pm147,9.16626089682363e-06
Pm148,3.2270632595651086e-69
Pm149,8.357046239683536e-157
Pm151,4.693834783836238e-287
Po210,1.8384669608432706e-20
Pr141,9.476138997455468e-05
Pr143,1.0384379973489622e-30
Pu236,4.175003070700293e-15
Pu237,2.781920659975796e-20
Pu238,7.321050094761938e-06
Pu239,9.954117848857218e-05
Pu240,7.098731770773066e-05
Pu241,4.818718147972031e-05
Pu242,3.7409722018089156e-05
Pu243,7.859540619036431e-23
Pu244,4.670147179165948e-10
